SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Quarter,AverageQuarterReturn,Year,AverageYearlyReturn,,,
198,Cosmos,ATOM,28/9/2019,2.310767421,2.211607448,2.290030354,2.282186874,96812584.39,435186652.9,,,,,,,
199,Cosmos,ATOM,29/9/2019,2.288228872,2.117684875,2.276653813,2.206497049,106690214.9,420753478.3,,,,,,,
200,Cosmos,ATOM,30/9/2019,2.651532247,2.187646431,2.206907178,2.630318637,136780366.8,501571355.4,,,,,,,
201,Cosmos,ATOM,1/10/2019,2.64680332,2.49425761,2.64680332,2.550405025,118931113.1,486332753.6,,,,,,,
202,Cosmos,ATOM,2/10/2019,2.617739085,2.441568556,2.550405025,2.603998254,116200105.8,496552362.7,,,,,,,
203,Cosmos,ATOM,3/10/2019,2.656810059,2.51711668,2.605711071,2.581556173,112791728.2,492272917.4,,,,,,,
204,Cosmos,ATOM,4/10/2019,2.616079754,2.498163508,2.579128067,2.586069904,93827666.75,493133633.6,,,,,,,
205,Cosmos,ATOM,5/10/2019,2.773751651,2.560004632,2.586069904,2.746641117,105799481.9,523752707.6,,,,,,,
206,Cosmos,ATOM,6/10/2019,2.772829723,2.608509408,2.749867553,2.666872999,99964726.75,508541849.8,,,,,,,
207,Cosmos,ATOM,7/10/2019,2.945997676,2.585021088,2.671591309,2.909279896,116735138.8,554766042.6,,,,,,,
208,Cosmos,ATOM,8/10/2019,3.061502318,2.842129637,2.909026308,2.914127153,143729012.8,555690358.5,,,,,,,
209,Cosmos,ATOM,9/10/2019,3.023419369,2.838633974,2.913662676,2.912069463,133198475.3,555297980.8,,,,,,,
210,Cosmos,ATOM,10/10/2019,2.997543078,2.735942277,2.910698364,2.904069967,170166340.2,553772569.4,,,,,,,
211,Cosmos,ATOM,11/10/2019,2.917605943,2.753717441,2.905600807,2.835449775,147536934.8,540687492.1,,,,,,,
212,Cosmos,ATOM,12/10/2019,2.874442945,2.802775452,2.835449775,2.839612837,130032624.6,541481339.8,,,,,,,
213,Cosmos,ATOM,13/10/2019,2.921329728,2.802924982,2.839180149,2.879394534,138183164.4,549067249.6,,,,,,,
214,Cosmos,ATOM,14/10/2019,3.121096062,2.87857828,2.879394534,3.101981186,160775420.4,591511950.7,,,,,,,
215,Cosmos,ATOM,15/10/2019,3.154889924,2.912731362,3.099701147,2.949642729,159637351,562462768.2,,,,,,,
216,Cosmos,ATOM,16/10/2019,2.955122896,2.719658149,2.948856751,2.851937162,145829662.2,543831446.2,,,,,,,
217,Cosmos,ATOM,17/10/2019,2.961138681,2.764762374,2.852480974,2.919396037,130110997.3,556695073.6,,,,,,,
218,Cosmos,ATOM,18/10/2019,2.927292301,2.715778798,2.920582391,2.753817098,139559230.2,525121084.2,,,,,,,
219,Cosmos,ATOM,19/10/2019,2.809575565,2.714327621,2.752797021,2.761107457,123206076.3,526511271.5,,,,,,,
220,Cosmos,ATOM,20/10/2019,2.937845545,2.709971086,2.762566181,2.904083547,123509827.4,553775158.9,,,,,,,
