SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Quarter,AverageQuarterReturn,Year,AverageYearlyReturn
1,EOS,EOS,2/7/2017,2.877510071,0.822647989,0.996520996,2.710050106,320452000,0,2017 Q3,1.468242641,2017,2.332810037
2,EOS,EOS,3/7/2017,5.395969868,2.632309914,2.71739006,4.086639881,414950016,654930710.7,2017 Q4,3.187979962,2018,7.893148893
3,EOS,EOS,4/7/2017,4.191239834,2.933449984,4.098010063,3.371999979,218559008,550155157,2018 Q1,9.224653885,2019,4.020991141
4,EOS,EOS,5/7/2017,3.523499966,2.730129957,3.355999947,3.003230095,124339000,500626421.9,2018 Q2,11.87923966,2020,2.913525485
5,EOS,EOS,6/7/2017,3.867470026,3.007829905,3.014260054,3.361330032,177463008,568361515.2,2018 Q3,6.445041935,2021,5.010680306
6,EOS,EOS,7/7/2017,3.351170063,2.713239908,3.351170063,2.801110029,96596496,481139483.2,2018 Q4,4.095932928,,
7,EOS,EOS,8/7/2017,2.89696002,2.085129976,2.82468009,2.586899996,151162000,489397506.5,2019 Q1,3.111466273,,
8,EOS,EOS,9/7/2017,2.690449953,2.193779945,2.600430012,2.292229891,87525104,472683189.6,2019 Q2,5.98288665,,
9,EOS,EOS,10/7/2017,2.388410091,1.722730041,2.253079891,1.832640052,79608800,381951141,2019 Q3,4.055168403,,
10,EOS,EOS,11/7/2017,1.823250055,1.419029951,1.785429955,1.655820012,111023000,348448760.8,2019 Q4,2.935995909,,
11,EOS,EOS,12/7/2017,2.091429949,1.537950039,1.644580007,2.073280096,104621000,440930500.4,2020 Q1,3.447284659,,
12,EOS,EOS,13/7/2017,2.131799936,1.710590005,2.084980011,1.740769982,51203900,373156762.4,2020 Q2,2.607847157,,
13,EOS,EOS,14/7/2017,1.768820047,1.541470051,1.733860016,1.545529962,41025200,337481682,2020 Q3,2.871354203,,
14,EOS,EOS,15/7/2017,1.553490043,1.302809954,1.553490043,1.302809954,34208800,286962321.8,2020 Q4,2.730095062,,
15,EOS,EOS,16/7/2017,1.347169995,1.185829997,1.290609956,1.254080057,30802800,278730236.3,2021 Q1,3.633002612,,
