SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Quarter,AverageQuarterReturn,Year,AverageYearlyReturn
66,Chainlink,LINK,25/11/2017,0.193241999,0.174594,0.192810997,0.180959001,2292830,63335650,,,,
67,Chainlink,LINK,26/11/2017,0.185922995,0.170017004,0.183492005,0.182888001,1860700,64010800,,,,
68,Chainlink,LINK,27/11/2017,0.185542002,0.171906993,0.182888001,0.184167996,4242550,64458800,,,,
69,Chainlink,LINK,28/11/2017,0.192135006,0.175586,0.186820999,0.176423997,5251760,61748400,,,,
70,Chainlink,LINK,29/11/2017,0.182295993,0.137962997,0.176567003,0.145254999,5052720,50839250,,,,
71,Chainlink,LINK,30/11/2017,0.176797003,0.142162994,0.147359997,0.170460999,4621870,59661350,,,,
72,Chainlink,LINK,1/12/2017,0.179563999,0.161269993,0.169527993,0.177823007,4352980,62238050,,,,
73,Chainlink,LINK,2/12/2017,0.222175002,0.167361006,0.177940995,0.207898006,7396790,72764300,,,,
74,Chainlink,LINK,3/12/2017,0.255528003,0.193607002,0.207997993,0.230628997,8765840,80720150,,,,
75,Chainlink,LINK,4/12/2017,0.25327,0.206792995,0.232594997,0.229580998,6981590,80353350,,,,
76,Chainlink,LINK,5/12/2017,0.313876987,0.221350998,0.229269996,0.313876987,12459200,109856950,,,,
77,Chainlink,LINK,6/12/2017,0.35364899,0.267841995,0.312357992,0.291570008,12387900,102049500,,,,
78,Chainlink,LINK,7/12/2017,0.308353007,0.235807002,0.283690006,0.260064006,6697780,91022400,,,,
79,Chainlink,LINK,8/12/2017,0.273485988,0.211824,0.260004014,0.245225996,4528570,85829100,,,,
80,Chainlink,LINK,9/12/2017,0.267704993,0.226414993,0.244984999,0.238858998,3173600,83600650,,,,
81,Chainlink,LINK,10/12/2017,0.267001003,0.215909004,0.241054997,0.252898008,3142570,88514300,,,,
82,Chainlink,LINK,11/12/2017,0.287950993,0.245526999,0.255079001,0.260592014,7534170,91207200,,,,
83,Chainlink,LINK,12/12/2017,0.270264,0.209595993,0.254114002,0.231424004,10320200,80998400,,,,
84,Chainlink,LINK,13/12/2017,0.288013011,0.224190995,0.231427997,0.261878014,10439800,91657300,,,,
85,Chainlink,LINK,14/12/2017,0.366842985,0.253102005,0.261319995,0.308503002,16021700,107976050,,,,
86,Chainlink,LINK,15/12/2017,0.354452014,0.25822401,0.31260401,0.320793003,13211800,112277550,,,,
87,Chainlink,LINK,16/12/2017,0.352860004,0.29300499,0.318199009,0.341392994,13859700,119487550,,,,
88,Chainlink,LINK,17/12/2017,0.444420993,0.339906007,0.341847986,0.417596012,20035600,146158600,,,,
89,Chainlink,LINK,18/12/2017,0.434906989,0.362783015,0.418269008,0.434906989,18220400,152217450,,,,
90,Chainlink,LINK,19/12/2017,0.508602977,0.415127993,0.431075007,0.439355999,13254800,153774600,,,,
91,Chainlink,LINK,20/12/2017,0.438728988,0.352755994,0.438728988,0.372795999,10481200,130478600,,,,
92,Chainlink,LINK,21/12/2017,0.466434002,0.368811011,0.378562003,0.424286991,12030600,148500450,,,,
93,Chainlink,LINK,22/12/2017,0.456331015,0.283609003,0.427648008,0.426878005,14979800,149407300,,,,
94,Chainlink,LINK,23/12/2017,0.72338599,0.439271986,0.439271986,0.577679992,24055000,202188000,,,,
95,Chainlink,LINK,24/12/2017,0.604373991,0.443830013,0.584562004,0.544161975,15183200,190456700,,,,
96,Chainlink,LINK,25/12/2017,0.584541976,0.488990009,0.549337029,0.501932979,7740550,175676550,,,,
97,Chainlink,LINK,26/12/2017,0.54963702,0.435954005,0.506289005,0.521421015,10452900,182497350,,,,
98,Chainlink,LINK,27/12/2017,0.530668974,0.460536003,0.515709996,0.505500972,6065390,176925350,,,,
99,Chainlink,LINK,28/12/2017,0.513637006,0.436506987,0.502781987,0.506696999,5458410,177343950,,,,
100,Chainlink,LINK,29/12/2017,0.518446982,0.461160004,0.508161008,0.486348003,5757530,170221800,,,,
101,Chainlink,LINK,30/12/2017,0.586127996,0.433333009,0.488003999,0.586127996,9126190,205144800,,,,
102,Chainlink,LINK,31/12/2017,0.613538027,0.524515986,0.558808982,0.60155201,9962080,210543200,,,,
103,Chainlink,LINK,1/1/2018,0.736102998,0.574217975,0.600414991,0.733563006,11506300,256747050,,,,
104,Chainlink,LINK,2/1/2018,0.764334977,0.585714996,0.729081988,0.673712015,12671100,235799200,,,,
105,Chainlink,LINK,3/1/2018,0.704249978,0.629135013,0.66979897,0.681167006,8620400,238408450,,,,
106,Chainlink,LINK,4/1/2018,1.02215004,0.680094004,0.680094004,0.984368026,24679000,344528800,,,,
107,Chainlink,LINK,5/1/2018,1.263859987,0.851669014,0.958733976,0.907486022,23599300,317620100,,,,
108,Chainlink,LINK,6/1/2018,1.192280054,0.938462019,0.964796007,1.063570023,16319300,372249500,,,,
109,Chainlink,LINK,7/1/2018,1.321779966,1.008049965,1.088320017,1.27046001,23308800,444661000,,,,
110,Chainlink,LINK,8/1/2018,1.43501997,1.052919984,1.271669984,1.377300024,25545400,482055000,,,,
111,Chainlink,LINK,9/1/2018,1.424669981,1.183730006,1.378309965,1.228279948,14301200,429898000,,,,
112,Chainlink,LINK,10/1/2018,1.264479995,1.09296,1.238270044,1.188709974,11260700,416048500,,,,
113,Chainlink,LINK,11/1/2018,1.293480039,0.972190976,1.183699965,1.010329962,10009300,353615500,,,,
114,Chainlink,LINK,12/1/2018,1.141420007,0.989548981,1.02974999,1.051560044,9231200,368046000,,,,
115,Chainlink,LINK,13/1/2018,1.284000039,1.049090028,1.053460002,1.101230025,12319900,385430500,,,,
116,Chainlink,LINK,14/1/2018,1.154590011,0.941084981,1.106439948,1.010840058,5844480,353794000,,,,
117,Chainlink,LINK,15/1/2018,1.037019968,0.848421991,1.006950021,0.877687991,8351260,307190800,,,,
118,Chainlink,LINK,16/1/2018,0.881771982,0.524756014,0.881771982,0.756452978,8988860,264758550,,,,
119,Chainlink,LINK,17/1/2018,0.768202007,0.479321003,0.751847029,0.698634028,7658770,244521900,,,,
120,Chainlink,LINK,18/1/2018,0.819819987,0.691332996,0.702453971,0.744229972,5953820,260480500,,,,
121,Chainlink,LINK,19/1/2018,0.908227026,0.70313102,0.739170015,0.812905014,7383730,284516750,,,,
122,Chainlink,LINK,20/1/2018,1.219300032,0.805499017,0.820674002,1.219300032,13848900,426755000,,,,
123,Chainlink,LINK,21/1/2018,1.195639968,0.840487003,1.195639968,0.887827992,22703900,310739800,,,,
124,Chainlink,LINK,22/1/2018,1.015859962,0.734843016,0.905794024,0.802857995,12408600,281000300,,,,
125,Chainlink,LINK,23/1/2018,0.862838984,0.718653977,0.802235007,0.801917017,7552930,280670950,,,,
126,Chainlink,LINK,24/1/2018,0.834115982,0.766960979,0.798847973,0.792863011,6451640,277502050,,,,
127,Chainlink,LINK,25/1/2018,0.832663,0.720688999,0.800382972,0.760437012,6271900,266152950,,,,
128,Chainlink,LINK,26/1/2018,0.78767699,0.678422987,0.756811023,0.709852993,5618280,248448550,,,,
129,Chainlink,LINK,27/1/2018,0.846373022,0.689705014,0.710960984,0.780674994,14915400,273236250,,,,
130,Chainlink,LINK,28/1/2018,0.855933011,0.751998007,0.789529026,0.760600984,9034380,266210350,,,,
131,Chainlink,LINK,29/1/2018,0.761524975,0.685925007,0.756798983,0.697712004,5220320,244199200,,,,
132,Chainlink,LINK,30/1/2018,0.700004995,0.562775016,0.700004995,0.596777976,5598540,208872300,,,,
133,Chainlink,LINK,31/1/2018,0.62401998,0.565813005,0.598872006,0.620145977,6957010,217051100,,,,
134,Chainlink,LINK,1/2/2018,0.623400986,0.480307013,0.619958997,0.520346999,6605630,182121450,,,,
135,Chainlink,LINK,2/2/2018,0.52383697,0.35194999,0.518440008,0.49457401,7123780,173100900,,,,
136,Chainlink,LINK,3/2/2018,0.544791996,0.453402996,0.500117004,0.518558025,5826330,181495300,,,,
137,Chainlink,LINK,4/2/2018,0.525753975,0.403486997,0.518612027,0.434370995,5171480,152029850,,,,
138,Chainlink,LINK,5/2/2018,0.437097996,0.307244986,0.430157989,0.341506004,4347320,119527100,,,,
139,Chainlink,LINK,6/2/2018,0.438513994,0.272056997,0.343706995,0.425247997,6105750,148836800,,,,
140,Chainlink,LINK,7/2/2018,0.443643987,0.373127997,0.425812989,0.376771003,5201810,131869850,,,,
141,Chainlink,LINK,8/2/2018,0.433126986,0.375524014,0.375524014,0.411080003,5285960,143878000,,,,
142,Chainlink,LINK,9/2/2018,0.440019995,0.391975999,0.412028015,0.435193986,3047610,152317900,,,,
143,Chainlink,LINK,10/2/2018,0.480114013,0.400166005,0.435503006,0.419874012,3474900,146955900,,,,
144,Chainlink,LINK,11/2/2018,0.435649008,0.378313005,0.419716001,0.416157007,2544010,145654950,,,,
145,Chainlink,LINK,12/2/2018,0.519707978,0.414618999,0.417540997,0.490281999,7646360,171598700,,,,
146,Chainlink,LINK,13/2/2018,0.624750018,0.482524008,0.488929987,0.570758998,30283200,199765650,,,,
147,Chainlink,LINK,14/2/2018,0.587916017,0.532433987,0.564204991,0.568252981,11953100,198888550,,,,
148,Chainlink,LINK,15/2/2018,0.579357982,0.529747009,0.568244994,0.565250993,7288970,197837850,,,,
149,Chainlink,LINK,16/2/2018,0.666601002,0.557657003,0.561802983,0.639627993,9385160,223869800,,,,
150,Chainlink,LINK,17/2/2018,0.683901012,0.636546016,0.644339025,0.67248702,8038940,235370450,,,,
151,Chainlink,LINK,18/2/2018,0.78135699,0.587149024,0.676663995,0.76176101,15946800,266616350,,,,
152,Chainlink,LINK,19/2/2018,0.875907004,0.710500002,0.760064006,0.774362028,29965000,271026700,,,,
153,Chainlink,LINK,20/2/2018,0.820339024,0.698195994,0.77125901,0.699926019,11664800,244974100,,,,
154,Chainlink,LINK,21/2/2018,0.73427099,0.623681009,0.695363998,0.653669,7049450,228784150,,,,
155,Chainlink,LINK,22/2/2018,0.713841021,0.584272981,0.654793978,0.601922989,5678200,210673050,,,,
156,Chainlink,LINK,23/2/2018,0.676693022,0.572224975,0.601213992,0.674790978,6902820,236176850,,,,
157,Chainlink,LINK,24/2/2018,0.718402982,0.618498027,0.676025987,0.650958002,5582380,227835300,,,,
158,Chainlink,LINK,25/2/2018,0.699827015,0.636775017,0.646013021,0.675715029,5793540,236500250,,,,
159,Chainlink,LINK,26/2/2018,0.698347986,0.641757011,0.672751009,0.691446006,4113690,242006100,,,,
160,Chainlink,LINK,27/2/2018,0.73518002,0.676654994,0.69186002,0.723957002,5426840,253384950,,,,
161,Chainlink,LINK,28/2/2018,0.740327001,0.661051989,0.724143028,0.661446989,4943770,231506450,,,,
162,Chainlink,LINK,1/3/2018,0.680855989,0.649848998,0.662293017,0.663065016,3992240,232072750,,,,
163,Chainlink,LINK,2/3/2018,0.673798978,0.646619022,0.661662996,0.652742028,3763040,228459700,,,,
164,Chainlink,LINK,3/3/2018,0.669430971,0.615337014,0.652153015,0.628705978,3547810,220047100,,,,
165,Chainlink,LINK,4/3/2018,0.640109003,0.574630022,0.629217982,0.592818022,4243320,207486300,,,,
166,Chainlink,LINK,5/3/2018,0.608093023,0.576372981,0.594186008,0.58673799,4530590,205358300,,,,
167,Chainlink,LINK,6/3/2018,0.583689988,0.529083014,0.583689988,0.533869982,3218950,186854500,,,,
168,Chainlink,LINK,7/3/2018,0.567519009,0.455621004,0.533834994,0.521148026,5364650,182401800,,,,
169,Chainlink,LINK,8/3/2018,0.52354002,0.461371005,0.517472982,0.486422002,3397200,170247700,,,,
170,Chainlink,LINK,9/3/2018,0.492361993,0.431484997,0.485426992,0.480877012,3412130,168306950,,,,
171,Chainlink,LINK,10/3/2018,0.511313975,0.466053993,0.478700995,0.467709988,2491710,163698500,,,,
172,Chainlink,LINK,11/3/2018,0.516687989,0.446866006,0.465669006,0.513523996,2527380,179733400,,,,
173,Chainlink,LINK,12/3/2018,0.563421011,0.49623999,0.510990977,0.510197997,5513180,178569300,,,,
174,Chainlink,LINK,13/3/2018,0.565641999,0.504770994,0.507505,0.563840985,4227540,197344350,,,,
175,Chainlink,LINK,14/3/2018,0.577405989,0.431777,0.566199005,0.443608999,5288160,155263150,,,,
176,Chainlink,LINK,15/3/2018,0.444595009,0.396093011,0.442636013,0.419737011,8460960,146907950,,,,
177,Chainlink,LINK,16/3/2018,0.442162007,0.416014999,0.417998999,0.424419999,10271100,148547000,,,,
178,Chainlink,LINK,17/3/2018,0.423994005,0.366733998,0.423994005,0.373861015,9340520,130851350,,,,
179,Chainlink,LINK,18/3/2018,0.380326003,0.284184009,0.372332007,0.373338014,9742300,130668300,,,,
180,Chainlink,LINK,19/3/2018,0.386310011,0.353199005,0.371102005,0.381644011,8994920,133575400,,,,
181,Chainlink,LINK,20/3/2018,0.40178901,0.36105901,0.387416005,0.391712993,8897510,137099550,,,,
182,Chainlink,LINK,21/3/2018,0.455803007,0.390060008,0.392459005,0.44542101,12823600,155897350,,,,
183,Chainlink,LINK,22/3/2018,0.457574993,0.390707999,0.444646001,0.419292003,10720800,146752200,,,,
184,Chainlink,LINK,23/3/2018,0.427332997,0.379220009,0.419889003,0.409139991,9846940,143199000,,,,
185,Chainlink,LINK,24/3/2018,0.433272004,0.401917994,0.414341986,0.419084996,8999810,146679750,,,,
186,Chainlink,LINK,25/3/2018,0.418074012,0.39378801,0.410346001,0.406105012,8585700,142136750,,,,
187,Chainlink,LINK,26/3/2018,0.413621992,0.346953988,0.405745,0.371495992,9116330,130023600,,,,
188,Chainlink,LINK,27/3/2018,0.372368991,0.337204993,0.371228009,0.342624992,6654480,119918750,,,,
189,Chainlink,LINK,28/3/2018,0.359676987,0.33634001,0.343632996,0.351366997,8432800,122978450,,,,
190,Chainlink,LINK,29/3/2018,0.354317993,0.275649011,0.352724999,0.280160993,8848710,98056350,,,,
191,Chainlink,LINK,30/3/2018,0.306109011,0.268745005,0.280454993,0.287494004,7631570,100622900,,,,
192,Chainlink,LINK,31/3/2018,0.298323989,0.278542995,0.286772013,0.280171007,7349410,98059850,,,,
193,Chainlink,LINK,1/4/2018,0.284583986,0.244567007,0.280086994,0.26157999,7962260,91553000,,,,
194,Chainlink,LINK,2/4/2018,0.279083997,0.259882003,0.262899011,0.273683995,7697230,95789400,,,,
195,Chainlink,LINK,3/4/2018,0.298269004,0.269953996,0.273957998,0.295473009,8705370,103415550,,,,
196,Chainlink,LINK,4/4/2018,0.300448,0.269060999,0.295325011,0.290161014,8929810,101556350,,,,
197,Chainlink,LINK,5/4/2018,0.308896005,0.272381008,0.289063007,0.286924988,9738160,100423750,,,,
198,Chainlink,LINK,6/4/2018,0.290033013,0.270799011,0.285239011,0.275061995,7671220,96271700,,,,
199,Chainlink,LINK,7/4/2018,0.305453986,0.275013,0.275059015,0.304123998,8668510,106443400,,,,
200,Chainlink,LINK,8/4/2018,0.330458999,0.300253004,0.306239992,0.327093989,10058800,114482900,,,,
201,Chainlink,LINK,9/4/2018,0.339652002,0.300098985,0.328047007,0.311527997,9020550,109034800,,,,
202,Chainlink,LINK,10/4/2018,0.35797599,0.313079,0.318394989,0.355836004,9540080,124542600,,,,
203,Chainlink,LINK,11/4/2018,0.375550002,0.352602005,0.356481999,0.359286994,10603500,125750450,,,,
204,Chainlink,LINK,12/4/2018,0.390432,0.339751005,0.358107001,0.386810988,11536600,135383850,,,,
205,Chainlink,LINK,13/4/2018,0.419497997,0.374365002,0.387293011,0.38154301,11271600,133540050,,,,
206,Chainlink,LINK,14/4/2018,0.41822499,0.374963999,0.38003999,0.394006997,9167990,137902450,,,,
207,Chainlink,LINK,15/4/2018,0.427118987,0.394515008,0.394515008,0.423945993,10745200,148381100,,,,
208,Chainlink,LINK,16/4/2018,0.427754015,0.395853013,0.424279988,0.409538001,9864350,143338300,,,,
209,Chainlink,LINK,17/4/2018,0.442638993,0.407597989,0.409592986,0.416794002,11459000,145877900,,,,
210,Chainlink,LINK,18/4/2018,0.447513998,0.418092012,0.418092012,0.446289986,11779200,156201500,,,,
211,Chainlink,LINK,19/4/2018,0.482795,0.445758998,0.446446002,0.482795,12987800,168978250,,,,
212,Chainlink,LINK,20/4/2018,0.49130699,0.46322,0.483105004,0.481415987,12657700,168495600,,,,
213,Chainlink,LINK,21/4/2018,0.494580001,0.437563002,0.482383996,0.491349012,13561900,171972150,,,,
214,Chainlink,LINK,22/4/2018,0.507284999,0.484899014,0.491732001,0.499311,12728200,174758850,,,,
215,Chainlink,LINK,23/4/2018,0.50602001,0.491079986,0.499588996,0.492385,13159300,172334750,,,,
216,Chainlink,LINK,24/4/2018,0.540175021,0.492222011,0.492222011,0.536823988,14352600,187888400,,,,
217,Chainlink,LINK,25/4/2018,0.533048987,0.420516998,0.533048987,0.434367001,11093000,152028450,,,,
218,Chainlink,LINK,26/4/2018,0.491522014,0.427058011,0.437817991,0.490148008,9472480,171551800,,,,
219,Chainlink,LINK,27/4/2018,0.490388006,0.452004999,0.490388006,0.452004999,9550110,158201750,,,,
220,Chainlink,LINK,28/4/2018,0.485825002,0.448890001,0.452134997,0.484476,11109500,169566600,,,,
221,Chainlink,LINK,29/4/2018,0.524224997,0.484039009,0.484039009,0.51571399,13234600,180499900,,,,
222,Chainlink,LINK,30/4/2018,0.595503986,0.501623988,0.518845975,0.544691026,16614200,190641850,,,,
223,Chainlink,LINK,1/5/2018,0.564090014,0.513602018,0.546737015,0.550400972,11765500,192640350,,,,
224,Chainlink,LINK,2/5/2018,0.579055011,0.542267025,0.548807025,0.564701021,12012700,197645350,,,,
225,Chainlink,LINK,3/5/2018,0.580635011,0.553803027,0.566080987,0.567668974,12504300,198684150,,,,
226,Chainlink,LINK,4/5/2018,0.595175028,0.545682013,0.568114996,0.58258301,9514950,203904050,,,,
227,Chainlink,LINK,5/5/2018,0.605718017,0.568580985,0.582433999,0.571534991,8913690,200037250,,,,
228,Chainlink,LINK,6/5/2018,0.579571009,0.515715003,0.569823027,0.538398981,10221100,188439650,,,,
229,Chainlink,LINK,7/5/2018,0.576308012,0.517246008,0.539151013,0.573018014,11589100,200556300,,,,
230,Chainlink,LINK,8/5/2018,0.605246007,0.550472021,0.575398028,0.552856982,11448600,193499950,,,,
231,Chainlink,LINK,9/5/2018,0.566588998,0.518739998,0.553440988,0.539511979,8745840,188829200,,,,
232,Chainlink,LINK,10/5/2018,0.580561996,0.526081026,0.540755987,0.526373029,8782470,184230550,,,,
233,Chainlink,LINK,11/5/2018,0.542279005,0.46332401,0.528553009,0.467844009,7637640,163745400,,,,
234,Chainlink,LINK,12/5/2018,0.479526997,0.435912013,0.46558699,0.464763999,5915750,162667400,,,,
235,Chainlink,LINK,13/5/2018,0.507848024,0.461997986,0.463815004,0.50345701,7268850,176209950,,,,
236,Chainlink,LINK,14/5/2018,0.51938802,0.467151999,0.50356102,0.516911983,7448630,180919200,,,,
237,Chainlink,LINK,15/5/2018,0.540287018,0.502759993,0.517117023,0.504004002,4057270,176401400,,,,
238,Chainlink,LINK,16/5/2018,0.509343028,0.473949999,0.504068971,0.480890989,2304810,168311850,,,,
239,Chainlink,LINK,17/5/2018,0.489524007,0.439750999,0.480957001,0.444447011,1213040,155556450,,,,
240,Chainlink,LINK,18/5/2018,0.466154993,0.431032985,0.443197995,0.456840992,1238790,159894350,,,,
241,Chainlink,LINK,19/5/2018,0.469480991,0.446857005,0.45688799,0.453085989,1142290,158580100,,,,
242,Chainlink,LINK,20/5/2018,0.466800004,0.44730401,0.454059988,0.453171015,1025440,158609850,,,,
243,Chainlink,LINK,21/5/2018,0.459814996,0.42235899,0.453276008,0.424356014,1486740,148524600,,,,
244,Chainlink,LINK,22/5/2018,0.425094008,0.375937998,0.424544007,0.376996994,1350350,131948950,,,,
245,Chainlink,LINK,23/5/2018,0.384649992,0.325221002,0.376794994,0.348690003,1671040,122041500,,,,
246,Chainlink,LINK,24/5/2018,0.364461005,0.327019989,0.34750101,0.360525995,994366,126184100,,,,
247,Chainlink,LINK,25/5/2018,0.368043005,0.337588012,0.361846,0.342848003,884160,119996800,,,,
248,Chainlink,LINK,26/5/2018,0.378706992,0.341086,0.342905015,0.36462,2132460,127617000,,,,
